broad_category,shallow_category_name,Type,Color,Pattern Type,Length,Fit Type,Neckline,Sleeve Length,Sleeve Type,Hem Shaped,Waist Line,Details,Style
TOPS,Women Tops,-,hot pink,plain,long,regular fit,halter,sleeveless,-,asymmetrical,-,asymmetrical|backless|ruffle hem|tie back,sexy
TOPS,Women Tank Tops & Camis,halter,yellow,plain,crop,slim fit,halter,-,-,-,-,backless|tie back|shirred,sexy
TOPS,Women Tank Tops & Camis,halter,yellow,plain,crop,regular fit,halter,-,-,asymmetrical,-,ruffle|backless|tie back,sexy
TOPS,Women Tops,-,yellow,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,asymmetrical|lace up|rib-knit,sexy
TOPS,Women Tops,-,yellow,letter,crop,slim fit,strapless,sleeveless,-,-,-,backless|criss cross|contrast binding,sexy
TOPS,Women Tops,-,white,plain,crop,regular fit,collar,long sleeve,regular sleeve,-,-,-,sexy
TOPS,Women Tops,-,white,plain,crop,slim fit,halter,sleeveless,-,asymmetrical,-,backless|tie back|ruched bust,sexy
TOPS,Women Tops,-,white,plain,crop,slim fit,off the shoulder,long sleeve,regular sleeve,-,-,cut out|ruched|sheer|ruched bust,sexy
TOPS,Women Tops,-,white,plain,crop,regular fit,one shoulder,sleeveless,-,-,-,ring|ruched,sexy
TOPS,Women Tank Tops & Camis,cami,white,plain,crop,slim fit,spaghetti strap,-,-,asymmetrical,-,knot|backless|asymmetrical|zipper,sexy
TOPS,Women Blouses,shirt,white,plain,crop,slim fit,stand collar,short sleeve,puff sleeve,-,-,contrast mesh|zipper,sexy
TOPS,Women Tops,-,white,floral,crop,slim fit,strapless,sleeveless,-,asymmetrical,-,asymmetrical|backless|contrast mesh|embroidery,sexy
TOPS,Women Denim Tops,top,white,plain,crop,slim fit,straps,sleeveless,-,asymmetrical,-,asymmetrical|backless|zipper|contrast binding,sexy
TOPS,Women Tops,-,violet purple,plain,crop,slim fit,strapless,sleeveless,-,-,-,backless|ruffle|shirred,sexy
TOPS,Women Tank Tops & Camis,cami,teal blue,plain,crop,slim fit,spaghetti strap,-,-,asymmetrical,-,contrast lace|tie back,sexy
TOPS,Women Tank Tops & Camis,cami,royal blue,plain,crop,slim fit,spaghetti strap,-,-,-,-,lace up|backless|draped,sexy
TOPS,Women Tank Tops & Camis,cami,red,plain,crop,slim fit,spaghetti strap,-,-,-,-,contrast lace,sexy
TOPS,Women Tops,-,red,plain,crop,slim fit,strapless,sleeveless,-,-,-,cut out|ring,sexy
TOPS,Women Tops,-,red,plain,crop,slim fit,v neck,long sleeve,regular sleeve,-,-,ring|ruched|tie back,sexy
TOPS,Women Tops,-,pink,plain,crop,slim fit,halter,long sleeve,regular sleeve,-,-,tie back|rib-knit,sexy
TOPS,Women Tank Tops & Camis,tank,orange,plain,crop,slim fit,deep v neck,-,-,-,-,backless|ring|tie back,sexy
TOPS,Women Tank Tops & Camis,halter,orange,plain,crop,slim fit,halter,-,-,-,-,criss cross|backless|tie back,sexy
TOPS,Women Tank Tops & Camis,halter,orange,plain,crop,regular fit,halter,-,-,-,-,criss cross|backless|tie back,sexy
TOPS,Women Tops,-,orange,plain,crop,slim fit,off the shoulder,long sleeve,regular sleeve,asymmetrical,-,asymmetrical,sexy
TOPS,Women Tops,-,orange,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,twist,sexy
TOPS,Women Knit Tops,-,orange,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,criss cross|rib-knit,sexy
TOPS,Women Tops,halter,olive green,plain,crop,slim fit,asymmetrical neck,-,-,-,-,asymmetrical|ruched,sexy
TOPS,Women Tank Tops & Camis,halter,navy blue,plain,crop,regular fit,halter,-,-,-,-,backless|tie back|button front|eyelet embroidery,sexy
TOPS,Women Blouses,-,multicolor,floral|leopard,crop,regular fit,collar,long sleeve,regular sleeve,-,-,tie front,sexy
TOPS,Women Tops,-,multicolor,leopard,crop,slim fit,deep v neck,short sleeve,regular sleeve,-,-,twist,sexy
TOPS,Women Blouses,shirt,multicolor,leopard,crop,regular fit,deep v neck,long sleeve,regular sleeve,-,-,tie front,sexy
TOPS,Women Knit Tops,-,multicolor,plain,crop,slim fit,deep v neck,short sleeve,regular sleeve,-,-,drawstring|ruched|tie front,sexy
TOPS,Women Tank Tops & Camis,halter,multicolor,marble,crop,slim fit,halter,-,-,-,-,cut out|criss cross|backless|ruched|tie back,sexy
TOPS,Women Knit Tops,-,multicolor,striped,crop,slim fit,halter,sleeveless,-,-,-,backless|tie back,sexy
TOPS,Women Knit Tops,-,multicolor,plain,crop,regular fit,halter,sleeveless,-,asymmetrical,-,asymmetrical|backless|tie back,sexy
TOPS,Women Knit Tops,-,multicolor,striped,crop,slim fit,halter,sleeveless,-,asymmetrical,-,backless|fringe|tie back,sexy
TOPS,Women Knit Tops,-,multicolor,plain,crop,slim fit,halter,sleeveless,-,-,-,backless|criss cross,sexy
TOPS,Women Tank Tops & Camis,tank,multicolor,all over print,crop,slim fit,keyhole neckline,-,-,-,-,cut out|button|drawstring|ruched,sexy
TOPS,Women Tops,-,multicolor,tie dye,crop,slim fit,off the shoulder,long sleeve,regular sleeve,-,-,sheer,sexy
TOPS,Women Tops,-,multicolor,floral,crop,slim fit,off the shoulder,short sleeve,-,asymmetrical,-,asymmetrical|sheer,sexy
TOPS,Women Tops,-,multicolor,animal,crop,slim fit,round neck,long sleeve,regular sleeve,-,-,lettuce trim|sheer,sexy
TOPS,Women Tops,-,multicolor,all over print,crop,slim fit,round neck,long sleeve,regular sleeve,-,-,criss cross|cut out,sexy
TOPS,Women Tank Tops & Camis,-,multicolor,letter|tie dye,crop,slim fit,scoop neck,sleeveless,-,-,-,ring|split,sexy
TOPS,Women Tank Tops & Camis,cami,multicolor,tie dye,crop,slim fit,spaghetti strap,-,-,-,-,cut out|rhinestone,sexy
TOPS,Women Tank Tops & Camis,cami,multicolor,graphic|heart,crop,slim fit,spaghetti strap,-,-,-,-,contrast lace,sexy
TOPS,Women Tank Tops & Camis,cami,multicolor,all over print,crop,slim fit,spaghetti strap,-,-,-,-,tie front,sexy
TOPS,Women Tops,-,multicolor,all over print,crop,slim fit,spaghetti strap,sleeveless,-,-,-,backless|criss cross,sexy
TOPS,Women Knit Tops,-,multicolor,floral,crop,slim fit,spaghetti strap,sleeveless,-,-,-,rib-knit,sexy
TOPS,Women Knit Tops,cami,multicolor,plaid,crop,slim fit,spaghetti strap,-,-,-,-,backless|tie back,sexy
TOPS,Women Knit Tops,-,multicolor,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,-,sexy
TOPS,Women Tops,-,multicolor,floral|all over print,crop,slim fit,stand collar,long sleeve,regular sleeve,-,-,twist,sexy
TOPS,Women Tops,-,multicolor,all over print,crop,regular fit,strapless,sleeveless,-,asymmetrical,-,asymmetrical|backless|tie back,sexy
TOPS,Women Tops,-,multicolor,tie dye,crop,slim fit,strapless,sleeveless,-,-,-,frill|lace up|shirred,sexy
TOPS,Women Knit Tops,-,multicolor,ombre,crop,slim fit,straps,sleeveless,-,-,-,drawstring,sexy
TOPS,Women Tank Tops & Camis,cami,multicolor,floral|all over print,crop,slim fit,sweetheart,-,-,asymmetrical,-,lace up|backless|asymmetrical,sexy
TOPS,Women Tops,-,multicolor,floral,crop,slim fit,sweetheart,short sleeve,regular sleeve,-,-,sheer|contrast binding,sexy
TOPS,Women Tops,-,multicolor,all over print,crop,slim fit,sweetheart,long sleeve,regular sleeve,-,-,tie front,sexy
TOPS,Women Tops,-,multicolor,marble,crop,slim fit,sweetheart,short sleeve,regular sleeve,-,-,drawstring|tie front,sexy
TOPS,Women Tops,-,multicolor,graphic,crop,slim fit,v neck,long sleeve,flounce sleeve,-,-,draped|lettuce trim,sexy
TOPS,Women Tops,-,mint green,plain,crop,regular fit,deep v neck,long sleeve,bishop sleeve,-,-,ruffle|button front,sexy
TOPS,Women Tank Tops & Camis,tank,mint green,plain,crop,slim fit,scoop neck,-,-,asymmetrical,-,asymmetrical|rib-knit,sexy
TOPS,Women Tops,-,mint blue,plain,crop,slim fit,asymmetrical neck,sleeveless,-,-,-,asymmetrical,sexy
TOPS,Women Tops,-,mint blue,plain,crop,slim fit,deep v neck,long sleeve,regular sleeve,-,-,criss cross|ring|tie front,sexy
TOPS,Women Tops,-,mint blue,plain,crop,slim fit,sweetheart,cap sleeve,regular sleeve,-,-,asymmetrical|lace up|ruched bust,sexy
TOPS,Women Knit Tops,-,lime green,plain,crop,slim fit,deep v neck,sleeveless,-,-,-,backless|twist,sexy
TOPS,Women Tank Tops & Camis,halter,lilac purple,plain,crop,slim fit,halter,-,-,asymmetrical,-,backless|asymmetrical|tie back|contrast binding,sexy
TOPS,Women Tops,-,lilac purple,plain,crop,slim fit,off the shoulder,short sleeve,regular sleeve,-,-,drawstring|knot|ruched,sexy
TOPS,Women Tops,-,lilac purple,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,asymmetrical|cut out|rib-knit,sexy
TOPS,Women Knit Tops,-,khaki,plain,crop,slim fit,deep v neck,short sleeve,regular sleeve,-,-,ring|rib-knit,sexy
TOPS,Women Tops,-,khaki,plain,crop,slim fit,notched,short sleeve,regular sleeve,-,-,knot|rib-knit,sexy
TOPS,Women T-Shirts,-,khaki,plain,crop,slim fit,scoop neck,short sleeve,regular sleeve,-,-,cut out,sexy
TOPS,Women Tank Tops & Camis,halter,hot pink,floral,crop,slim fit,halter,-,-,-,-,criss cross|backless|tie back,sexy
TOPS,Women Knit Tops,-,hot pink,plain,crop,slim fit,halter,sleeveless,-,-,-,asymmetrical|backless|tie back,sexy
TOPS,Women Tops,-,hot pink,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,cut out|ring|rib-knit,sexy
TOPS,Women Tops,-,hot pink,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,twist|zipper,sexy
TOPS,Women Knit Tops,-,grey,plain,crop,slim fit,deep v neck,-,-,-,-,ring,sexy
TOPS,Women Knit Tops,halter,green,plain,crop,slim fit,halter,-,-,asymmetrical,-,backless|asymmetrical|tie back,sexy
TOPS,Women Blouses,shirt,dusty pink,plain,crop,regular fit,deep v neck,long sleeve,bishop sleeve,flared,-,contrast lace|ruffle hem|tie front,sexy
TOPS,Women Tank Tops & Camis,cami,dusty pink,plain,crop,slim fit,spaghetti strap,-,-,asymmetrical,-,asymmetrical|contrast mesh|studded|zipper,sexy
TOPS,Women Tank Tops & Camis,tank,dark green,plain,crop,slim fit,deep v neck,-,-,-,-,backless,sexy
TOPS,Women Knit Tops,-,dark green,plain,crop,slim fit,halter,sleeveless,-,-,-,backless|tie back,sexy
TOPS,Women Tank Tops & Camis,cami,dark green,plain,crop,slim fit,spaghetti strap,-,-,-,-,pearls|backless|ruched|button front,sexy
TOPS,Women Tops,-,coffee brown,plain,crop,slim fit,off the shoulder,long sleeve,flounce sleeve,-,-,frill|shirred|tie front,sexy
TOPS,Women Tank Tops & Camis,tank,chocolate brown,plain,crop,slim fit,stand collar,-,-,-,-,cut out,sexy
TOPS,Women Blouses,top,champagne,plain,crop,slim fit,v neck,long sleeve,bishop sleeve,-,-,cut out|twist,sexy
TOPS,Women Tank Tops & Camis,halter,burgundy,plain,crop,slim fit,halter,-,-,-,-,backless|tie back,sexy
TOPS,Women Tops,-,brown,plain,crop,regular fit,v neck,short sleeve,regular sleeve,-,-,sheer|tie front,sexy
TOPS,Women Tank Tops & Camis,halter,blue,plain,crop,slim fit,halter,-,-,-,-,backless,sexy
TOPS,Women Tank Tops & Camis,halter,blue,plain,crop,slim fit,halter,-,-,-,-,backless|tie back,sexy
TOPS,Women Knit Tops,-,blue,plain,crop,slim fit,spaghetti strap,sleeveless,-,asymmetrical,-,asymmetrical|criss cross,sexy
TOPS,Women Tank Tops & Camis,halter,black and white,colorblock,crop,slim fit,halter,-,-,-,-,backless|lettuce trim|rib-knit,sexy
TOPS,Women Tops,-,black and white,floral,crop,slim fit,strapless,sleeveless,-,-,-,lace up|tie back,sexy
TOPS,Women Denim Tops,top,black and white,colorblock,crop,slim fit,strapless,sleeveless,-,-,-,raw hem|tie back,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,collar,long sleeve,flounce sleeve,-,-,sheer,sexy
TOPS,Women Tank Tops & Camis,cami,black,plain,crop,slim fit,cowl neck,-,-,-,-,criss cross|backless|draped|lettuce trim,sexy
TOPS,Women Tops,-,black,plain,crop,regular fit,off the shoulder,long sleeve,bishop sleeve,-,-,frill,sexy
TOPS,Women Tops,-,black,plain,crop,regular fit,one shoulder,sleeveless,-,-,-,backless,sexy
TOPS,Women Tank Tops & Camis,tank,black,letter,crop,slim fit,round neck,-,-,-,-,sheer|tape,sexy
TOPS,Women Tank Tops & Camis,tank,black,plain,crop,slim fit,round neck,-,-,-,-,cut out|ring,sexy
TOPS,Women Tank Tops & Camis,tank,black,plain,crop,slim fit,round neck,-,-,-,-,backless,sexy
TOPS,Women Tank Tops & Camis,tank,black,plain,crop,slim fit,scoop neck,-,-,-,-,cut out,sexy
TOPS,Women Knit Tops,-,black,plain,crop,slim fit,scoop neck,sleeveless,-,-,-,backless|tie back|rib-knit,sexy
TOPS,Women Tank Tops & Camis,cami,black,plain,crop,slim fit,spaghetti strap,-,-,-,-,contrast lace|scallop|sheer,sexy
TOPS,Women Tank Tops & Camis,cami,black,plain,crop,slim fit,spaghetti strap,-,-,-,-,criss cross|backless,sexy
TOPS,Women Tank Tops & Camis,cami,black,plain,crop,slim fit,spaghetti strap,-,-,asymmetrical,-,lace up|backless|asymmetrical|lettuce trim|ruched bust,sexy
TOPS,Women Tank Tops & Camis,cami,black,plain,crop,regular fit,spaghetti strap,-,-,asymmetrical,-,criss cross|backless|asymmetrical|tie back,sexy
TOPS,Women Knit Tops,-,black,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,cut out|twist,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,square neck,short sleeve,regular sleeve,-,-,rib-knit,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,stand collar,long sleeve,regular sleeve,-,-,lettuce trim|sheer,sexy
TOPS,Women Tops,-,black,zebra stripe,crop,slim fit,stand collar,short sleeve,regular sleeve,-,-,-,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,strapless,sleeveless,-,-,-,zipper,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,strapless,sleeveless,-,-,-,contrast lace|scallop|zipper,sexy
TOPS,Women Denim Tops,top,black,-,crop,slim fit,strapless,sleeveless,-,-,-,lace up,sexy
TOPS,Women Tank Tops & Camis,tank,black,plain,crop,slim fit,straps,-,-,asymmetrical,-,knot|asymmetrical|ruched bust,sexy
TOPS,Women Denim Tops,top,black,plain,crop,slim fit,straps,sleeveless,-,asymmetrical,-,asymmetrical|backless|zipper,sexy
TOPS,Women Tops,top,beige,plain,crop,regular fit,off the shoulder,long sleeve,regular sleeve,-,-,ring,sexy
TOPS,Women Tank Tops & Camis,halter,baby pink,plain,crop,slim fit,halter,-,-,-,-,backless|tie back|twist,sexy
TOPS,Women Tops,-,baby pink,plain,crop,slim fit,strapless,sleeveless,-,-,-,asymmetrical|contrast mesh,sexy
TOPS,Women Knit Tops,-,apricot,plain,crop,slim fit,halter,sleeveless,-,-,-,backless|drawstring,sexy
TOPS,Women Bodysuits,tank,yellow,plain,-,skinny,scoop neck,sleeveless,-,-,natural,cut out|chain,sexy
TOPS,Women Bodysuits,cami,yellow,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,cut out|ruched,sexy
TOPS,Women Bodysuits,cami,yellow,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,contrast lace,sexy
TOPS,Women Bodysuits,other,white,plain,-,skinny,off the shoulder,long sleeve,regular sleeve,-,natural,lace up|backless|frill,sexy
TOPS,Women Bodysuits,tee,white,plain,-,skinny,off the shoulder,long sleeve,regular sleeve,-,natural,wrap|sheer|plicated,sexy
TOPS,Women Bodysuits,tee,white,plain,-,skinny,round neck,short sleeve,regular sleeve,-,natural,cut out,sexy
TOPS,Women Bodysuits,tank,white,plain,-,skinny,scoop neck,sleeveless,-,-,natural,cut out|twist,sexy
TOPS,Women Bodysuits,shirt,white,plain,-,regular fit,square neck,long sleeve,leg-of-mutton sleeve,-,-,backless|button front,sexy
TOPS,Women Bodysuits,tee,white,plain,-,skinny,v neck,long sleeve,regular sleeve,-,natural,cut out|ring|ruched,sexy
TOPS,Women Bodysuits,tee,pink,plain,-,skinny,asymmetrical neck,long sleeve,regular sleeve,-,high waist,cut out,sexy
TOPS,Women Bodysuits,tank,pink,butterfly|all over print,-,skinny,v neck,sleeveless,-,-,natural,contrast mesh,sexy
TOPS,Women Bodysuits,other,orange,plain,-,regular fit,deep v neck,long sleeve,bishop sleeve,-,natural,cut out|twist,sexy
TOPS,Women Bodysuits,cami,mustard yellow,plain,-,skinny,halter,sleeveless,-,-,high waist,wrap|cut out|backless|tie back|rib-knit,sexy
TOPS,Women Bodysuits,other,multicolor,graphic,-,skinny,off the shoulder,long sleeve,bishop sleeve,-,natural,shirred,sexy
TOPS,Women Bodysuits,other,multicolor,geometric,-,regular fit,off the shoulder,long sleeve,bishop sleeve,-,high waist,wrap|cut out,sexy
TOPS,Women Bodysuits,tee,multicolor,graphic,-,skinny,round neck,long sleeve,regular sleeve,-,natural,cut out,sexy
TOPS,Women Bodysuits,other,multicolor,floral,-,skinny,scoop neck,long sleeve,regular sleeve,-,natural,sheer,sexy
TOPS,Women Bodysuits,cami,multicolor,tie dye,-,skinny,spaghetti strap,sleeveless,-,-,high waist,criss cross,sexy
TOPS,Women Bodysuits,cami,multicolor,marble,-,skinny,spaghetti strap,sleeveless,-,-,-,backless|criss cross,sexy
TOPS,Women Bodysuits,cami,multicolor,floral,-,skinny,spaghetti strap,sleeveless,-,-,natural,backless,sexy
TOPS,Women Bodysuits,tank,multicolor,tie dye,-,skinny,stand collar,sleeveless,-,-,natural,sheer,sexy
TOPS,Women Bodysuits,other,mint green,plain,-,skinny,asymmetrical neck,sleeveless,-,-,natural,cut out,sexy
TOPS,Women Bodysuits,tee,mint blue,plain,-,skinny,halter,long sleeve,regular sleeve,-,natural,cut out|backless|ruched|tie back,sexy
TOPS,Women Bodysuits,other,khaki,plain,-,skinny,asymmetrical neck,long sleeve,regular sleeve,-,natural,cut out|asymmetrical|rib-knit,sexy
TOPS,Women Bodysuits,tee,hot pink,plain,-,skinny,round neck,long sleeve,regular sleeve,-,natural,cut out|ruched|twist,sexy
TOPS,Women Bodysuits,tee,green,plain,-,skinny,asymmetrical neck,long sleeve,regular sleeve,-,natural,backless,sexy
TOPS,Women Bodysuits,other,green,plain,-,skinny,one shoulder,sleeveless,-,-,natural,cut out|asymmetrical|backless,sexy
TOPS,Women Bodysuits,tee,dusty pink,graphic,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,sheer,sexy
TOPS,Women Bodysuits,other,coral orange,plain,-,skinny,halter,sleeveless,-,-,natural,cut out|backless,sexy
TOPS,Women Bodysuits,tee,chocolate brown,plain,-,skinny,sweetheart,long sleeve,regular sleeve,-,natural,cut out|ruched,sexy
TOPS,Women Bodysuits,tank,brown,plain,-,skinny,deep v neck,sleeveless,-,-,natural,ruffle|backless|tie back|rib-knit,sexy
TOPS,Women Bodysuits,cami,blue,plain,-,skinny,halter,sleeveless,-,-,-,backless|ring|tie back,sexy
TOPS,Women Bodysuits,tee,black,plain,-,skinny,asymmetrical neck,long sleeve,regular sleeve,-,high waist,cut out,sexy
TOPS,Women Bodysuits,shirt,black,plain,-,regular fit,collar,long sleeve,regular sleeve,-,natural,ruched|sheer|button front,sexy
TOPS,Women Bodysuits,tank,black,plain,-,skinny,deep v neck,sleeveless,-,-,-,contrast lace,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,deep v neck,sleeveless,-,-,natural,contrast lace|sheer,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,halter,sleeveless,-,-,natural,backless|criss cross|tie back,sexy
TOPS,Women Bodysuits,other,black,plain,-,skinny,round neck,short sleeve,regular sleeve,-,natural,contrast lace|backless|button|rib-knit,sexy
TOPS,Women Bodysuits,tee,black,plain,-,skinny,round neck,short sleeve,regular sleeve,-,natural,sheer,sexy
TOPS,Women Bodysuits,tank,black,plain,-,skinny,round neck,sleeveless,-,-,natural,contrast mesh,sexy
TOPS,Women Bodysuits,tee,black,plain,-,skinny,round neck,long sleeve,regular sleeve,-,-,contrast lace|backless,sexy
TOPS,Women Bodysuits,other,black,plain,-,skinny,round neck,long sleeve,regular sleeve,-,natural,sheer,sexy
TOPS,Women Bodysuits,tank,black,plain,-,skinny,round neck,sleeveless,-,-,natural,cut out,sexy
TOPS,Women Bodysuits,tee,black,plain,-,skinny,round neck,long sleeve,regular sleeve,-,natural,cut out|lace up,sexy
TOPS,Women Bodysuits,cami,black,floral,-,skinny,spaghetti strap,sleeveless,-,-,natural,sheer,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,contrast lace|scallop|sheer,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,contrast lace|rib-knit|tie front,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,contrast lace|backless,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,high waist,-,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,cut out,sexy
TOPS,Women Bodysuits,cami,black,chain print,-,skinny,spaghetti strap,sleeveless,-,-,natural,-,sexy
TOPS,Women Bodysuits,cami,black,colorblock,-,skinny,spaghetti strap,sleeveless,-,-,natural,contrast lace|rib-knit,sexy
TOPS,Women Bodysuits,cami,black,colorblock,-,skinny,spaghetti strap,-,-,-,high waist,-,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,sheer,sexy
TOPS,Women Bodysuits,cami,black,slogan,-,skinny,spaghetti strap,sleeveless,-,-,high waist,embroidery|rib-knit|tape,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,-,cut out,sexy
TOPS,Women Bodysuits,cami,black,floral,-,skinny,spaghetti strap,sleeveless,-,-,drop waist,contrast mesh,sexy
TOPS,Women Bodysuits,tee,black,striped,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,sheer,sexy
TOPS,Women Bodysuits,tube,black,plain,-,skinny,strapless,sleeveless,-,-,-,backless|zipper,sexy
TOPS,Women Bodysuits,tee,beige,plain,-,skinny,collar,long sleeve,regular sleeve,-,natural,zipper,sexy
TOPS,Women Bodysuits,tee,beige,plain,-,skinny,halter,long sleeve,regular sleeve,-,natural,cut out|lace up|criss cross|ruched,sexy
TOPS,Women Bodysuits,other,baby pink,plain,-,skinny,stand collar,long sleeve,leg-of-mutton sleeve,-,high waist,button|sheer,sexy
TOPS,Women Bodysuits,tank,apricot,plain,-,skinny,deep v neck,sleeveless,-,-,high waist,belted|backless|criss cross,sexy
TOPS,Women Bodysuits,cami,apricot,plain,-,skinny,halter,sleeveless,-,-,natural,backless|drawstring|knot|ruched|tie back,sexy
TOPS,Women Bodysuits,other,apricot,polka dot,-,skinny,round neck,long sleeve,regular sleeve,-,natural,contrast mesh,sexy
TOPS,Women Tops,-,navy blue,letter,crop,slim fit,v neck,short sleeve,regular sleeve,-,-,patched,sporty
TOPS,Women Tops,-,coral pink,plain,crop,slim fit,asymmetrical neck,sleeveless,-,-,-,cut out,sporty
TOPS,Women T-Shirts,-,mustard yellow,plain,regular,slim fit,stand collar,short sleeve,regular sleeve,-,-,rib-knit,basics
TOPS,Women Tank Tops & Camis,halter,white,plain,regular,regular fit,halter,-,-,-,-,contrast lace|backless|tie back,boho
TOPS,Women Blouses,top,white,floral,regular,regular fit,keyhole neckline,long sleeve,bishop sleeve,-,-,cut out,boho
TOPS,Women Blouses,top,white,plain,regular,regular fit,stand collar,cap sleeve,butterfly sleeve,-,-,ruffle|eyelet embroidery,boho
TOPS,Women Blouses,peplum,white,plain,regular,regular fit,v neck,sleeveless,-,flared,-,ruffle|eyelet embroidery,boho
TOPS,Women Blouses,peplum,white,plain,regular,regular fit,v neck,long sleeve,bishop sleeve,-,-,ruffle hem|eyelet embroidery,boho
TOPS,Women Blouses,top,white,floral,regular,regular fit,v neck,three quarter length sleeve,flounce sleeve,-,-,-,boho
TOPS,Women Blouses,peplum,rusty rose,plain,regular,regular fit,v neck,long sleeve,bishop sleeve,flared,-,ruffle hem|shirred|button front,boho
TOPS,Women Blouses,top,pink,plain,regular,regular fit,square neck,short sleeve,puff sleeve,-,-,contrast lace|tie back,boho
TOPS,Women Blouses,-,navy blue,plain,regular,regular fit,sweetheart,short sleeve,puff sleeve,flared,-,ruffle hem|zipper,boho
TOPS,Women Blouses,top,multicolor,floral|all over print,regular,regular fit,cold shoulder,short sleeve,regular sleeve,-,-,ruffle,boho
TOPS,Women Blouses,shirt,multicolor,paisley,regular,regular fit,collar,long sleeve,bishop sleeve,asymmetrical,-,knot|button front,boho
TOPS,Women Blouses,top,multicolor,floral|all over print,regular,regular fit,one shoulder,short sleeve,regular sleeve,-,-,belted,boho
TOPS,Women Blouses,-,multicolor,baroque,regular,regular fit,one shoulder,long sleeve,bishop sleeve,flared,-,cut out|ruffle hem,boho
TOPS,Women Blouses,-,multicolor,baroque,regular,regular fit,square neck,long sleeve,bishop sleeve,-,-,criss cross|ruffle hem|tie back|zipper,boho
TOPS,Women Blouses,top,multicolor,floral|all over print,regular,regular fit,stand collar,long sleeve,flounce sleeve,-,-,ruffle,boho
TOPS,Women Blouses,top,multicolor,paisley,regular,regular fit,stand collar,long sleeve,regular sleeve,-,-,twist,boho
TOPS,Women Blouses,top,multicolor,floral,regular,regular fit,stand collar,short sleeve,regular sleeve,-,-,button,boho
TOPS,Women Blouses,top,multicolor,floral|all over print,regular,regular fit,tie neck,short sleeve,regular sleeve,-,-,frill,boho
TOPS,Women Blouses,top,multicolor,floral|all over print,regular,regular fit,tie neck,long sleeve,regular sleeve,-,-,tie front,boho
TOPS,Women Blouses,shirt,multicolor,ditsy floral,regular,regular fit,v neck,long sleeve,flounce sleeve,-,-,tiered layer|button front,boho
TOPS,Women Blouses,peplum,khaki,all over print,regular,regular fit,v neck,cap sleeve,butterfly sleeve,-,-,ruffle|ruffle hem,boho
TOPS,Women Blouses,top,green,ditsy floral,regular,regular fit,stand collar,long sleeve,flounce sleeve,-,-,ruffle,boho
TOPS,Women Tops,-,dusty pink,plain,regular,regular fit,off the shoulder,short sleeve,butterfly sleeve,-,-,ruffle|shirred,boho
TOPS,Women Blouses,top,dusty pink,plain,regular,regular fit,off the shoulder,three quarter length sleeve,flounce sleeve,-,-,contrast lace|frill,boho
TOPS,Women Blouses,top,dusty pink,plain,regular,regular fit,v neck,long sleeve,bishop sleeve,-,-,-,boho
TOPS,Women Blouses,top,dusty pink,ditsy floral,regular,regular fit,v neck,short sleeve,butterfly sleeve,-,-,-,boho
TOPS,Women Blouses,top,burgundy,polka dot,regular,regular fit,round neck,short sleeve,layered sleeve,-,-,tiered layer,boho
TOPS,Women Blouses,peplum,brown,plants,regular,regular fit,v neck,long sleeve,bishop sleeve,flared,-,ruffle,boho
TOPS,Women Blouses,top,blue and white,paisley|patchwork,regular,regular fit,off the shoulder,short sleeve,regular sleeve,-,-,knot,boho
TOPS,Women Blouses,top,blue,ditsy floral,regular,regular fit,keyhole neckline,cap sleeve,butterfly sleeve,-,-,ruffle|cut out,boho
TOPS,Women Blouses,top,black and white,floral,regular,regular fit,tie neck,short sleeve,raglan sleeve,-,-,contrast mesh|tie front,boho
